,case:concept:name,concept:name,Specific operation,time:timestamp,Report,Question,Year,Category,Type
776,A3 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-10-19 12:47:19.481654,A3,P1,2017,Student,Representation
777,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of activities,2021-10-19 12:47:19.485673,A3,P1,2017,Student,Calculate statistics
778,A3 P1 BPI 2017,Group traces,Group traces by resources,2021-10-19 12:47:19.491626,A3,P1,2017,Student,Manipulation
779,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.494722,A3,P1,2017,Student,Calculate statistics
780,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:19.494722,A3,P1,2017,Student,Manipulation
781,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.510344,A3,P1,2017,Student,Calculate statistics
782,A3 P1 BPI 2017,Group traces,Group traces by activities,2021-10-19 12:47:19.510344,A3,P1,2017,Student,Manipulation
783,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.525965,A3,P1,2017,Student,Calculate statistics
784,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:19.525965,A3,P1,2017,Student,Manipulation
785,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.525965,A3,P1,2017,Student,Calculate statistics
786,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:19.541587,A3,P1,2017,Student,Manipulation
787,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.541587,A3,P1,2017,Student,Calculate statistics
788,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:19.553597,A3,P1,2017,Student,Manipulation
789,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.553597,A3,P1,2017,Student,Calculate statistics
790,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2021-10-19 12:47:19.553597,A3,P1,2017,Student,Manipulation
791,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.569255,A3,P1,2017,Student,Calculate statistics
792,A3 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-10-19 12:47:19.569255,A3,P1,2017,Student,Representation
793,A3 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for all traces,2021-10-19 12:47:19.584878,A3,P1,2017,Student,Analyze Cycle Time
794,A3 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:19.584878,A3,P1,2017,Student,Analyze Cycle Time
795,A3 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:19.584878,A3,P1,2017,Student,Analyze Cycle Time
796,A3 P1 BPI 2017,Group traces,Group traces by activities,2021-10-19 12:47:19.600493,A3,P1,2017,Student,Manipulation
797,A3 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:19.600493,A3,P1,2017,Student,Analyze Cycle Time
798,A3 P1 BPI 2017,Filter traces,Filter traces by attributes,2021-10-19 12:47:19.616126,A3,P1,2017,Student,Manipulation
799,A3 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:19.616126,A3,P1,2017,Student,Calculate statistics
800,A3 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:19.616126,A3,P1,2017,Student,Calculate statistics
801,A3 P1 BPI 2017,Represent bar charts,Represent bar charts of traces,2021-10-19 12:47:19.635233,A3,P1,2017,Student,Representation
802,A3 P1 BPI 2017,Filter traces,Filter traces by attributes,2021-10-19 12:47:19.641352,A3,P1,2017,Student,Manipulation
803,A3 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:19.641352,A3,P1,2017,Student,Calculate statistics
804,A3 P1 BPI 2017,Represent bar charts,Represent bar charts of attributes,2021-10-19 12:47:19.653883,A3,P1,2017,Student,Representation
805,A18 P1 BPI 2017,Filter events,Filter events by attributes,2021-10-19 12:47:19.653883,A18,P1,2017,Professional,Manipulation
806,A18 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-10-19 12:47:19.653883,A18,P1,2017,Professional,Analyze Cycle Time
807,A18 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:19.669529,A18,P1,2017,Professional,Analyze Cycle Time
808,A18 P1 BPI 2017,Filter events,Filter events by resources,2021-10-19 12:47:19.669529,A18,P1,2017,Professional,Manipulation
809,A18 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-10-19 12:47:19.669529,A18,P1,2017,Professional,Analyze Cycle Time
810,A18 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:19.685187,A18,P1,2017,Professional,Analyze Cycle Time
811,A9 P2 BPI 2019,Filter traces,Filter traces by year,2021-10-19 12:47:19.685187,A9,P2,2019,Professional,Manipulation
812,A9 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:19.700803,A9,P2,2019,Professional,Analyze Cycle Time
813,A9 P2 BPI 2019,Identify activities,Identify common activities,2021-10-19 12:47:19.700803,A9,P2,2019,Professional,Identification
814,A9 P2 BPI 2019,Compare cycle time, ,2021-10-19 12:47:19.716405,A9,P2,2019,Professional,Analyze Cycle Time
815,A9 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:19.716405,A9,P2,2019,Professional,Representation
816,A9 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:19.716405,A9,P2,2019,Professional,Manipulation
817,A9 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:19.732040,A9,P2,2019,Professional,Identification
818,A9 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:19.732040,A9,P2,2019,Professional,Manipulation
819,A9 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:19.732040,A9,P2,2019,Professional,Identification
820,A9 P2 BPI 2019,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:19.747616,A9,P2,2019,Professional,Calculate statistics
821,A9 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:19.754165,A9,P2,2019,Professional,Manipulation
822,A9 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:19.754165,A9,P2,2019,Professional,Identification
823,A9 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:19.754165,A9,P2,2019,Professional,Identification
824,A12 P2 BPI 2019,Preprocess the traces of the logs, ,2021-10-19 12:47:19.777891,A12,P2,2019,Academic,Manipulation
825,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:19.782886,A12,P2,2019,Academic,Manipulation
826,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:19.794835,A12,P2,2019,Academic,Analyze Cycle Time
827,A12 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:19.806847,A12,P2,2019,Academic,Representation
828,A12 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.811942,A12,P2,2019,Academic,Calculate statistics
829,A12 P2 BPI 2019,Identify attributes,Identify attributes by traces,2021-10-19 12:47:19.818946,A12,P2,2019,Academic,Identification
830,A12 P2 BPI 2019,Filter traces,Filter traces by cycle time,2021-10-19 12:47:19.824941,A12,P2,2019,Academic,Manipulation
831,A12 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:19.830920,A12,P2,2019,Academic,Calculate statistics
832,A12 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.836903,A12,P2,2019,Academic,Calculate statistics
833,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:19.840893,A12,P2,2019,Academic,Manipulation
834,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:19.845900,A12,P2,2019,Academic,Analyze Cycle Time
835,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:19.845900,A12,P2,2019,Academic,Manipulation
836,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:19.863858,A12,P2,2019,Academic,Analyze Cycle Time
837,A12 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:19.871837,A12,P2,2019,Academic,Representation
838,A12 P2 BPI 2019,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:19.875833,A12,P2,2019,Academic,Calculate statistics
839,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:19.881812,A12,P2,2019,Academic,Analyze Cycle Time
840,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:19.887795,A12,P2,2019,Academic,Manipulation
841,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for each subset of traces,2021-10-19 12:47:19.893790,A12,P2,2019,Academic,Analyze Cycle Time
842,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:19.895805,A12,P2,2019,Academic,Manipulation
843,A12 P2 BPI 2019,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:19.895805,A12,P2,2019,Academic,Calculate statistics
844,A12 P2 BPI 2019,Group events by attributes, ,2021-10-19 12:47:19.895805,A12,P2,2019,Academic,Manipulation
845,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-10-19 12:47:19.911464,A12,P2,2019,Academic,Analyze Cycle Time
846,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-10-19 12:47:19.911464,A12,P2,2019,Academic,Manipulation
847,A12 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:19.927092,A12,P2,2019,Academic,Calculate statistics
848,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:19.927092,A12,P2,2019,Academic,Analyze Cycle Time
849,A12 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:19.927092,A12,P2,2019,Academic,Identification
850,A12 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-10-19 12:47:19.942689,A12,P2,2019,Academic,Representation
851,A30 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:19.954698,A30,P1,2020,Academic,Manipulation
852,A30 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.954698,A30,P1,2020,Academic,Calculate statistics
853,A30 P1 BPI 2020,Preprocess the traces of the logs, ,2021-10-19 12:47:19.954698,A30,P1,2020,Academic,Manipulation
854,A30 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:19.970322,A30,P1,2020,Academic,Manipulation
855,A30 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-10-19 12:47:19.970322,A30,P1,2020,Academic,Representation
856,A30 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-10-19 12:47:19.985978,A30,P1,2020,Academic,Representation
857,A31 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:19.985978,A31,P1,2020,Professional,Analyze Cycle Time
858,A31 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:19.985978,A31,P1,2020,Professional,Analyze Cycle Time
859,A31 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:20.007966,A31,P1,2020,Professional,Calculate statistics
860,A31 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:20.014947,A31,P1,2020,Professional,Analyze Cycle Time
861,A34 P1 BPI 2020,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:20.024921,A34,P1,2020,Academic,Calculate statistics
862,A34 P1 BPI 2020,Filter traces,Filter traces by subprocesses,2021-10-19 12:47:20.034532,A34,P1,2020,Academic,Manipulation
863,A34 P1 BPI 2020,Group traces,Group traces by sub-processes,2021-10-19 12:47:20.038496,A34,P1,2020,Academic,Manipulation
864,A34 P1 BPI 2020,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:20.045520,A34,P1,2020,Academic,Calculate statistics
865,A27 P2 BPI 2020,Calculate frequency,Calculate frequency of activities,2021-10-19 12:47:20.055488,A27,P2,2020,Professional,Calculate statistics
866,A27 P2 BPI 2020,Represent bar charts,Represent bart charts of activities,2021-10-19 12:47:20.060735,A27,P2,2020,Professional,Representation
867,A30 P2 BPI 2020,Group traces,Group traces by month,2021-10-19 12:47:20.060735,A30,P2,2020,Academic,Manipulation
868,A30 P2 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:20.076402,A30,P2,2020,Academic,Analyze Cycle Time
869,A30 P2 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:20.076402,A30,P2,2020,Academic,Identification
870,A30 P2 BPI 2020,Group traces,Group traces by month,2021-10-19 12:47:20.076402,A30,P2,2020,Academic,Manipulation
871,A30 P2 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:20.092023,A30,P2,2020,Academic,Analyze Cycle Time
872,A30 P2 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:20.092023,A30,P2,2020,Academic,Identification
873,A30 P2 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:20.092023,A30,P2,2020,Academic,Identification
874,A30 P2 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:20.107644,A30,P2,2020,Academic,Identification
875,A30 P2 BPI 2020,Calculate number of elements,Calculate number of events,2021-10-19 12:47:20.107644,A30,P2,2020,Academic,Calculate statistics
876,A30 P2 BPI 2020,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:20.107644,A30,P2,2020,Academic,Calculate statistics
877,A30 P2 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:20.123268,A30,P2,2020,Academic,Identification
878,A31 P2 BPI 2020,Compare cycle time, ,2021-10-19 12:47:20.123268,A31,P2,2020,Professional,Analyze Cycle Time
879,A19 P4 BPI 2020,Filter traces,Filter traces by frequency,2021-10-19 12:47:20.138889,A19,P4,2020,Professional,Manipulation
880,A19 P4 BPI 2020,Group traces,Group traces by activities,2021-10-19 12:47:20.138889,A19,P4,2020,Professional,Manipulation
881,A19 P4 BPI 2020,Represent temporal series,Represent temporal series of activities,2021-10-19 12:47:20.155566,A19,P4,2020,Professional,Representation
882,A19 P4 BPI 2020,Identify activities,Identify activities with cycle time,2021-10-19 12:47:20.155566,A19,P4,2020,Professional,Identification
883,A19 P4 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2021-10-19 12:47:20.155566,A19,P4,2020,Professional,Calculate statistics
884,A19 P4 BPI 2020,Identify transitions by cycle time, ,2021-10-19 12:47:20.171191,A19,P4,2020,Professional,Identification
885,A19 P4 BPI 2020,Group traces,Group traces by activities,2021-10-19 12:47:20.171191,A19,P4,2020,Professional,Manipulation
886,A19 P4 BPI 2020,Represent temporal series,Represent temporal series of activities,2021-10-19 12:47:20.186856,A19,P4,2020,Professional,Representation
887,A19 P4 BPI 2020,Filter traces,Filter traces by frequency,2021-10-19 12:47:20.186856,A19,P4,2020,Professional,Manipulation
888,A19 P4 BPI 2020,Group traces,Group traces by activities,2021-10-19 12:47:20.186856,A19,P4,2020,Professional,Manipulation
889,A19 P4 BPI 2020,Represent temporal series,Represent temporal series of activities,2021-10-19 12:47:20.202478,A19,P4,2020,Professional,Representation
890,A19 P4 BPI 2020,Group traces,Group traces by activities,2021-10-19 12:47:20.202478,A19,P4,2020,Professional,Manipulation
891,A19 P4 BPI 2020,Represent temporal series,Represent temporal series of activities,2021-10-19 12:47:20.202478,A19,P4,2020,Professional,Representation
892,A19 P4 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2021-10-19 12:47:20.218055,A19,P4,2020,Professional,Calculate statistics
893,A19 P4 BPI 2020,Identify roles,Identify roles by organizational units,2021-10-19 12:47:20.218055,A19,P4,2020,Professional,Identification
894,A19 P4 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2021-10-19 12:47:20.218055,A19,P4,2020,Professional,Calculate statistics
895,A19 P4 BPI 2020,Represent temporal series,Represent temporal series of activities,2021-10-19 12:47:20.233710,A19,P4,2020,Professional,Representation
896,A19 P4 BPI 2020,Identify activities,Identify activities with traces,2021-10-19 12:47:20.233710,A19,P4,2020,Professional,Identification
897,A27 P4 BPI 2020,Group activities,Group activities by role,2021-10-19 12:47:20.252160,A27,P4,2020,Professional,Manipulation
898,A27 P4 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:20.262132,A27,P4,2020,Professional,Calculate statistics
899,A27 P4 BPI 2020,Calculate number of elements,Calculate number of events,2021-10-19 12:47:20.271109,A27,P4,2020,Professional,Calculate statistics
900,A31 P4 BPI 2020,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:20.283104,A31,P4,2020,Professional,Calculate statistics
901,A31 P4 BPI 2020,Identify activities,Identify activities with cycle time,2021-10-19 12:47:20.291091,A31,P4,2020,Professional,Identification
902,A19 P5 BPI 2020,Filter traces,Filter traces by frequency,2021-10-19 12:47:20.300071,A19,P5,2020,Professional,Manipulation
903,A19 P5 BPI 2020,Group traces,Group traces by activities,2021-10-19 12:47:20.304057,A19,P5,2020,Professional,Manipulation
904,A19 P5 BPI 2020,Represent temporal series,Represent temporal series of activities,2021-10-19 12:47:20.311063,A19,P5,2020,Professional,Representation
905,A19 P5 BPI 2020,Identify activities,Identify activities with cycle time,2021-10-19 12:47:20.311063,A19,P5,2020,Professional,Identification
906,A19 P5 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2021-10-19 12:47:20.311063,A19,P5,2020,Professional,Calculate statistics
907,A19 P5 BPI 2020,Identify transitions by cycle time, ,2021-10-19 12:47:20.326723,A19,P5,2020,Professional,Identification
908,A19 P5 BPI 2020,Group traces,Group traces by activities,2021-10-19 12:47:20.326723,A19,P5,2020,Professional,Manipulation
909,A19 P5 BPI 2020,Represent temporal series,Represent temporal series of activities,2021-10-19 12:47:20.326723,A19,P5,2020,Professional,Representation
910,A19 P5 BPI 2020,Filter traces,Filter traces by frequency,2021-10-19 12:47:20.342306,A19,P5,2020,Professional,Manipulation
911,A19 P5 BPI 2020,Group traces,Group traces by activities,2021-10-19 12:47:20.342306,A19,P5,2020,Professional,Manipulation
912,A19 P5 BPI 2020,Represent temporal series,Represent temporal series of activities,2021-10-19 12:47:20.356351,A19,P5,2020,Professional,Representation
913,A19 P5 BPI 2020,Group traces,Group traces by activities,2021-10-19 12:47:20.356351,A19,P5,2020,Professional,Manipulation
914,A19 P5 BPI 2020,Represent temporal series,Represent temporal series of activities,2021-10-19 12:47:20.356351,A19,P5,2020,Professional,Representation
915,A19 P5 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2021-10-19 12:47:20.372013,A19,P5,2020,Professional,Calculate statistics
916,A19 P5 BPI 2020,Identify roles,Identify roles by organizational units,2021-10-19 12:47:20.372013,A19,P5,2020,Professional,Identification
917,A19 P5 BPI 2020,Calculate statistics,Calculate Statistics of throughput,2021-10-19 12:47:20.372013,A19,P5,2020,Professional,Calculate statistics
918,A19 P5 BPI 2020,Identify transitions by cycle time, ,2021-10-19 12:47:20.387636,A19,P5,2020,Professional,Identification
919,A19 P5 BPI 2020,Identify activities,Identify activities with traces,2021-10-19 12:47:20.387636,A19,P5,2020,Professional,Identification
920,A30 P5 BPI 2020,Filter activities,Filter activities by frequency,2021-10-19 12:47:20.403255,A30,P5,2020,Academic,Manipulation
921,A30 P5 BPI 2020,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-10-19 12:47:20.403255,A30,P5,2020,Academic,Analyze Cycle Time
922,A30 P5 BPI 2020,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:20.403255,A30,P5,2020,Academic,Calculate statistics
923,A30 P5 BPI 2020,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:20.418878,A30,P5,2020,Academic,Analyze Cycle Time
924,A30 P5 BPI 2020,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:20.418878,A30,P5,2020,Academic,Analyze Cycle Time
925,A30 P5 BPI 2020,Represent bar charts,Represent bar charts of traces,2021-10-19 12:47:20.434505,A30,P5,2020,Academic,Representation
926,A30 P5 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:20.434505,A30,P5,2020,Academic,Representation
927,A30 P5 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:20.434505,A30,P5,2020,Academic,Manipulation
928,A30 P5 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:20.450128,A30,P5,2020,Academic,Calculate statistics
929,A30 P5 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:20.456677,A30,P5,2020,Academic,Manipulation
930,A30 P5 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:20.456677,A30,P5,2020,Academic,Calculate statistics
931,A34 P5 BPI 2020,Calculate frequency,Calculate frequency of activities,2021-10-19 12:47:20.456677,A34,P5,2020,Academic,Calculate statistics
932,A34 P5 BPI 2020,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:20.472301,A34,P5,2020,Academic,Calculate statistics
933,A34 P5 BPI 2020,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria and statistical measures,2021-10-19 12:47:20.472301,A34,P5,2020,Academic,Analyze Cycle Time
934,A30 P6 BPI 2020,Calculate cycle time,Calculate cycle time for all pairs of events for all traces,2021-10-19 12:47:20.487968,A30,P6,2020,Academic,Analyze Cycle Time
935,A30 P6 BPI 2020,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-10-19 12:47:20.487968,A30,P6,2020,Academic,Analyze Cycle Time
936,A30 P6 BPI 2020,Identify transitions by cycle time, ,2021-10-19 12:47:20.503581,A30,P6,2020,Academic,Identification
937,A19 P1 BPI 2020,Preprocess the traces of the logs, ,2021-10-19 12:47:20.503581,A19,P1,2020,Professional,Manipulation
938,A19 P1 BPI 2020,Group traces,Group traces by year,2021-10-19 12:47:20.503581,A19,P1,2020,Professional,Manipulation
939,A19 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:20.519210,A19,P1,2020,Professional,Calculate statistics
940,A19 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-10-19 12:47:20.519210,A19,P1,2020,Professional,Representation
941,A19 P1 BPI 2020,Filter events,Filter events by activities,2021-10-19 12:47:20.519210,A19,P1,2020,Professional,Manipulation
942,A19 P1 BPI 2020,Represent temporal series,Represent temporal series of activities,2021-10-19 12:47:20.534786,A19,P1,2020,Professional,Representation
943,A19 P1 BPI 2020,Group traces,Group traces by year,2021-10-19 12:47:20.534786,A19,P1,2020,Professional,Manipulation
944,A19 P1 BPI 2020,Group traces,Group traces by activities,2021-10-19 12:47:20.534786,A19,P1,2020,Professional,Manipulation
945,A19 P1 BPI 2020,Calculate statistics,Calculate Statistics of activities,2021-10-19 12:47:20.557196,A19,P1,2020,Professional,Calculate statistics
946,A19 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:20.567144,A19,P1,2020,Professional,Analyze Cycle Time
947,A19 P1 BPI 2020,Represent temporal series,Represent temporal series of throughput,2021-10-19 12:47:20.576118,A19,P1,2020,Professional,Representation
